STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CLDD,CLDD_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
PO000008546,"PORTO, PO",41.1331,-8.6,93,1960-11,0,"2,E",0,"1,E",0,"1,E",3.1,"1,E,30,",59.3,",,E,15,",18.9,"1,E,07,",164.4,"1,E",357.8,",,,E",12.5,"2,E",15.9,"1,,,E",9.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1960-12,0,",E",6,",E",0,",E",-1,",E,22,",48.2,",,E,05,",16.9,",E,10,",317.1,",E",255.9,",,,E",8.1,",E",12.3,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-01,0,",E",2,",E",0,",E",-0.7,",E,14,",29.1,",,E,02,",14.8,",E,27,",307.1,",E",181.3,",,,E",8.4,",E",12.3,",,,E",4.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-02,0,",E",0,",E",0,",E",3.5,",E,20,",23.4,",,E,23,",22.3,",E,28,",166.8,",E",81.5,",,,E",12.4,",E",17.5,",,,E",7.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-03,0,",E",0,",E",0,",E",5.7,",E,09,",10,",,E,19,",26.1,",E,12,",109.9,",E",15.6,",,,E",14.8,",E",21.3,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-04,0,",E",0,",E",0,",E",6.4,",E,15,",41.5,",,E,27,",19.1,",E,04,+",145.7,",E",222.5,",,,E",13.5,",E",17.3,",,,E",9.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-05,25.2,",E",0,",E",1,",E",8.1,",E,07,",33.6,",,E,29,",33.2,",E,08,",53.3,",E",146.1,",,,E",17.4,",E",22.4,",,,E",12.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-06,45.7,",E",0,",E",2,",E",7.3,",E,02,",16,",,E,23,",34.4,",E,18,",22.7,",E",42.6,",,,E",19.1,",E",24,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-07,76.7,",E",0,",E",2,",E",10.7,",E,14,",14.2,",,E,25,",33.1,",E,24,",7.1,",E",34.5,",,,E",20.6,",E",25.6,",,,E",15.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-08,110.9,",E",0,",E",9,",E",11.7,",E,26,",8.4,",,E,07,",38.2,",E,27,",0.4,",E",8.6,",,,E",21.9,",E",29.1,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-09,20.7,",E",0,",E",0,",E",10.8,",E,30,",43.1,",,E,16,",30.7,",E,23,",21.3,",E",71.3,",,,E",18.3,",E",22.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-10,5.3,",E",0,",E",0,",E",4.8,",E,20,",44,",,E,23,",28.5,",E,10,",91.4,",E",202.2,",,,E",15.6,",E",19.9,",,,E",11.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-11,0,",E",0,",E",0,",E",2.5,",E,30,",22.5,",,E,25,+",23.3,",E,02,",199.2,",E",118,",,,E",11.7,",E",15.7,",,,E",7.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1961-12,0,",E",0,",E",0,",E",2.6,",E,20,",38.3,",,E,02,",18.5,",E,10,",209.1,",E",288,",,,E",11.6,",E",14.6,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-01,0,",E",0,",E",0,",E",0.7,",E,07,",26.8,",,E,13,",19,",E,26,",263.3,",E",117.1,",,,E",9.8,",E",14.3,",,,E",5.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-02,0,",E",0,",E",0,",E",0.8,",E,01,",14,",,E,24,",17,",E,17,",265.6,",E",51.7,",,,E",8.9,",E",14.1,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-03,0,",E",0,",E",0,",E",2.1,",E,26,",65,",,E,31,",18.5,",E,20,",211.8,",E",287.7,",,,E",11.5,",E",15,",,,E",8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-04,0,",E",0,",E",0,",E",3.4,",E,19,",12.1,",,E,03,",24.4,",E,24,",138.6,",E",54.5,",,,E",13.7,",E",18.5,",,,E",8.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-05,1.1,",E",0,",E",0,",E",5,",E,20,",7.9,",,E,02,",24.9,",E,23,",86,",E",14.9,",,,E",15.6,",E",20.5,",,,E",10.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-06,61.2,",E",0,",E",5,",E",9.4,",E,04,",10.7,",,E,12,",35.4,",E,24,",21,",E",12.4,",,,E",19.7,",E",25.4,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-07,28.8,",E",0,",E",0,",E",10.5,",E,09,",27.8,",,E,09,",31.1,",E,29,",11.5,",E",37.2,",,,E",18.9,",E",23.9,",,,E",13.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-08,51.5,",E",0,",E",3,",E",11,",E,07,",0.3,",,E,01,",36.5,",E,27,",2.6,",E",0.9,",,,E",19.9,",E",25.8,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-09,39.3,",E",0,",E",0,",E",7.7,",E,27,",27.4,",,E,27,",31.2,",E,07,",15.1,",E",73.6,",,,E",19.1,",E",23.9,",,,E",14.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-10,30.9,",E",0,",E",0,",E",7.5,",E,30,",12.6,",,E,01,",31.7,",E,05,",29.7,",E",52.2,",,,E",18.4,",E",23.6,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-11,0,",E",1,",E",0,",E",-0.6,",E,20,",21.1,",,E,02,",18,",E,26,",236.2,",E",130.5,",,,E",10.5,",E",15.2,",,,E",5.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1962-12,0,"2,E",3,"1,E",0,"1,E",-1.8,"1,E,25,",30.3,",,E,30,",16.5,"1,E,01,",269.4,"1,E",116.4,",,,E",8.9,"2,E",12.9,"1,,,E",4.8,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-01,0,",E",1,",E",0,",E",-1.9,",E,30,",40.6,",,E,08,",15.8,",E,06,",270.7,",E",258,",,,E",9.6,",E",12.6,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-02,0,",E",4,",E",0,",E",-3,",E,02,",38.3,",,E,15,",15.1,",E,25,",275.4,",E",267.5,",,,E",8.5,",E",12,",,,E",5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-03,0,",E",0,",E",0,",E",3.6,",E,24,",19.9,",,E,15,+",19.5,",E,31,+",210.1,",E",148.7,",,,E",11.6,",E",15.2,",,,E",7.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-04,0,",E",0,",E",0,",E",1.6,",E,06,",32.9,",,E,08,",24.7,",E,25,",156.1,",E",152.3,",,,E",13.1,",E",18,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-05,5.4,",E",0,",E",0,",E",5.6,",E,24,",21.6,",,E,24,",26.2,",E,26,+",71.4,",E",32.1,",,,E",16.2,",E",21.5,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-06,13.1,",E",0,",E",1,",E",9.4,",E,03,",22.9,",,E,08,",35,",E,19,",38.8,",E",89.2,",,,E",17.5,",E",22,",,,E",12.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-07,62.2,",E",0,",E",4,",E",9,",E,01,",0.8,",,E,10,",34.9,",E,19,",13.3,",E",1.8,",,,E",19.9,",E",25.3,",,,E",14.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-08,26.1,",E",0,",E",2,",E",9.5,",E,18,",5,",,E,04,",36.8,",E,09,",12.4,",E",12.8,",,,E",18.8,",E",24.5,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-09,26.2,",E",0,",E",2,",E",8,",E,09,",23.9,",,E,10,",33.8,",E,26,",25.3,",E",37.3,",,,E",18.4,",E",24,",,,E",12.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-10,19.1,",E",0,",E",0,",E",7.1,",E,04,",52.7,",,E,29,",31.4,",E,08,",52.2,",E",97.6,",,,E",17.3,",E",23,",,,E",11.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-11,0,",E",0,",E",0,",E",1.3,",E,30,",59.5,",,E,09,",20.2,",E,21,",151.9,",E",358.8,",,,E",13.3,",E",16.4,",,,E",10.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1963-12,0,"2,E",3,"1,E",0,"1,E",-1.6,"1,E,23,",41,",,E,10,",18.5,"1,E,27,",264.3,"1,E",223.8,",,,E",9.2,"2,E",13.3,"1,,,E",5,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-01,0,",E",3,",E",0,",E",-1.3,",E,28,",19.9,",,E,15,",20.2,",E,31,+",273.5,",E",39.4,",,,E",9.5,",E",15.1,",,,E",4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-02,0,",E",0,",E",0,",E",0.6,",E,09,",50.2,",,E,22,",21,",E,02,+",216.2,",E",255.6,",,,E",10.9,",E",15.1,",,,E",6.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-03,0,",E",1,",E",0,",E",-1.8,",E,09,",35.7,",,E,10,",18.5,",E,25,",223.8,",E",254.3,",,,E",11.1,",E",15.1,",,,E",7.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-04,0,",E",0,",E",0,",E",2,",E,06,",21.5,",,E,17,",25.4,",E,24,",168.6,",E",53,",,,E",12.7,",E",18.2,",,,E",7.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-05,21.2,",E",0,",E",2,",E",8.3,",E,10,",22,",,E,30,",33.6,",E,15,",58,",E",46.4,",,,E",17.1,",E",22,",,,E",12.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-06,49.6,",E",0,",E",1,",E",11.3,",E,14,",36,",,E,03,",32.7,",E,29,",19.5,",E",86.4,",,,E",19.3,",E",24.3,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-07,54.4,",E",0,",E",2,",E",9.5,",E,10,",17.4,",,E,01,",36.3,",E,31,",9.2,",E",17.4,",,,E",19.8,",E",24.5,",,,E",15.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-08,79.5,",E",0,",E",6,",E",10.9,",E,20,",10,",,E,16,",36.4,",E,01,",5.5,",E",11.1,",,,E",20.7,",E",26.2,",,,E",15.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-09,62.6,",E",0,",E",3,",E",11.4,",E,17,",32,",,E,28,",34.8,",E,07,",4.1,",E",82.9,",,,E",20.3,",E",25.7,",,,E",14.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-10,9.2,",E",0,",E",0,",E",4.8,",E,26,",19.4,",,E,11,",30.4,",E,05,",93.2,",E",90.6,",,,E",15.6,",E",20.9,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-11,0,",E",0,",E",0,",E",0.8,",E,29,",10.4,",,E,28,",22.9,",E,01,",206.1,",E",37.8,",,,E",11.5,",E",17.1,",,,E",5.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1964-12,0,",E",5,",E",0,",E",-1.8,",E,17,",31.9,",,E,27,",19.2,",E,04,",329.8,",E",86.4,",,,E",7.7,",E",12.8,",,,E",2.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-01,0,",E",6,",E",0,",E",-2,",E,05,",38.6,",,E,28,",17.8,",E,31,",297.4,",E",121.7,",,,E",8.7,",E",13.3,",,,E",4.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-02,0,",E",5,",E",0,",E",-2.3,",E,20,",14.8,",,E,21,",19.2,",E,01,",278.1,",E",72.5,",,,E",8.4,",E",13.3,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-03,2.7,"2,E",2,"1,E",0,"1,E",-1,"1,E,06,",40.9,",,E,15,",26.5,"1,E,28,",183.4,"1,E",195.9,",,,E",12.2,"2,E",15.9,"1,,,E",8.5,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-04,0,",E",0,",E",0,",E",4.9,",E,22,",23.3,",,E,01,",24.5,",E,16,",145.2,",E",58.8,",,,E",13.5,",E",18.2,",,,E",8.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-05,17.1,",E",0,",E",1,",E",7.4,",E,25,+",12.4,",,E,01,",34.7,",E,09,",63.9,",E",32.4,",,,E",16.8,",E",22.5,",,,E",11.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-06,25.2,",E",0,",E",0,",E",8.3,",E,08,",4.2,",,E,06,",31.2,",E,27,",26.8,",E",9,",,,E",18.3,",E",22.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-07,9.8,",E",0,",E",0,",E",9.5,",E,26,",4.9,",,E,13,",29.1,",E,26,",21.2,",E",10.4,",,,E",18,",E",23.3,",,,E",12.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-08,50.3,",E",0,",E",3,",E",10.4,",E,24,",4.8,",,E,12,",35.4,",E,26,",3.9,",E",7.4,",,,E",19.8,",E",25.9,",,,E",13.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-09,6.2,",E",0,",E",0,",E",7,",E,12,",84.2,",,E,28,",28.4,",E,20,",65.1,",E",180.8,",,,E",16.4,",E",21.1,",,,E",11.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-10,7.5,",E",0,",E",0,",E",8,",E,01,",41,",,E,03,",26.3,",E,27,",43.8,",E",189.1,",,,E",17.2,",E",21.3,",,,E",13,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-11,0,",E",0,",E",0,",E",1.2,",E,23,",99,",,E,19,",17.5,",E,08,",201.1,",E",346.2,",,,E",11.6,",E",14.8,",,,E",8.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1965-12,0,"2,E",0,"1,E",0,"1,E",0.5,"1,E,09,",40.1,",,E,02,",18.8,"1,E,17,",230.6,"1,E",207.7,",,,E",10.4,"2,E",13.6,"1,,,E",7.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-01,0,",E",0,",E",0,",E",3.9,",E,07,",38.1,",,E,11,",21.2,",E,31,",193.2,",E",317.5,",,,E",12.1,",E",14.8,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-02,0,"2,E",0,"1,E",0,"1,E",4.6,"1,E,23,",59.2,",,E,19,",19.3,"1,E,04,",171.7,"1,E",475.3,",,,E",11.8,"2,E",14.4,"1,,,E",9.1,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-03,0,",E",0,",E",0,",E",2.4,",E,05,",1.3,",,E,02,",23.3,",E,17,",199,",E",1.9,",,,E",11.9,",E",18.2,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-04,0,",E",0,",E",0,",E",4.9,",E,03,+",39.4,",,E,09,",24.8,",E,30,",144.6,",E",226.8,",,,E",13.5,",E",17.3,",,,E",9.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-05,21.6,",E",0,",E",0,",E",4.6,",E,13,",28.4,",,E,11,",31.8,",E,25,",79.9,",E",37.9,",,,E",16.4,",E",21.9,",,,E",11,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-06,44.4,",E",0,",E",5,",E",9.2,",E,19,",9.4,",,E,09,",36.7,",E,27,",45.4,",E",42.9,",,,E",18.3,",E",23,",,,E",13.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-07,65.6,",E",0,",E",2,",E",10.6,",E,28,",0.1,",,E,31,",32.6,",E,08,",5.7,",E",0.1,",,,E",20.3,",E",25.5,",,,E",15,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-08,37,",E",0,",E",3,",E",10.7,",E,31,",12.4,",,E,26,",34.7,",E,16,",7.3,",E",30.2,",,,E",19.3,",E",24.4,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-09,58.7,",E",0,",E",2,",E",10.2,",E,04,",24.2,",,E,26,",34.3,",E,05,",8.2,",E",35.6,",,,E",20,",E",25.9,",,,E",14.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-10,2.7,",E",0,",E",0,",E",3.4,",E,28,",65.5,",,E,14,",27.7,",E,21,",104.5,",E",277.2,",,,E",15.1,",E",19.2,",,,E",10.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-11,0,",E",0,",E",0,",E",0.5,",E,19,",37.2,",,E,30,",19.5,",E,14,",256.5,",E",115.5,",,,E",9.8,",E",14.4,",,,E",5.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1966-12,0,",E",0,",E",0,",E",0.5,",E,25,",17.4,",,E,01,",17,",E,18,",283.7,",E",56.7,",,,E",9.2,",E",13.6,",,,E",4.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-01,0,"1,E",2,"1,E",0,"1,E",-1.5,"1,E,12,+",22,",,E,29,+",18.3,"1,E,31,",304.1,"1,E",145.4,",,,E",8.2,"1,E",12.7,"1,,,E",3.7,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-02,0,",E",0,",E",0,",E",0.6,",E,11,",28,",,E,16,",20.4,",E,21,",227.5,",E",85.4,",,,E",10.2,",E",14.8,",,,E",5.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-03,0,",E",0,",E",0,",E",1.3,",E,31,",54,",,E,08,",25.7,",E,21,",155.5,",E",130,",,,E",13.3,",E",18.6,",,,E",8.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-04,0,",E",0,",E",0,",E",2.6,",E,01,",10.3,",,E,10,",25.9,",E,04,",134.2,",E",39.4,",,,E",13.9,",E",19.4,",,,E",8.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-05,0,",E",0,",E",0,",E",3.4,",E,03,",28.3,",,E,04,",25.4,",E,31,",141.7,",E",123.7,",,,E",13.8,",E",18.1,",,,E",9.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-06,37.3,",E",0,",E",2,",E",8.5,",E,27,",4.5,",,E,24,",33.1,",E,28,",11.3,",E",13,",,,E",19.2,",E",25,",,,E",13.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-07,30.1,",E",0,",E",0,",E",11.6,",E,23,",0.3,",,E,12,",29,",E,08,",6.7,",E",0.4,",,,E",19.1,",E",23.7,",,,E",14.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-08,31.6,",E",0,",E",0,",E",10.5,",E,14,",50.5,",,E,07,",31.5,",E,29,",6.5,",E",69.9,",,,E",19.1,",E",24.1,",,,E",14.2,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-09,24.6,",E",0,",E",0,",E",8.7,",E,15,",30.5,",,E,20,",30,",E,09,",18.8,",E",78,",,,E",18.5,",E",23.3,",,,E",13.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-10,10.5,",E",0,",E",0,",E",6.8,",E,30,",35,",,E,20,",29.4,",E,08,",74.3,",E",110.9,",,,E",16.3,",E",20.7,",,,E",11.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-11,0,",E",0,",E",0,",E",3.1,",E,30,",42.3,",,E,03,",22.4,",E,11,",188.1,",E",123.3,",,,E",12.1,",E",16.5,",,,E",7.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1967-12,0,",E",5,",E",0,",E",-2.1,",E,11,",9.4,",,E,23,",18.3,",E,02,",311,",E",30.8,",,,E",8.3,",E",13.1,",,,E",3.5,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-01,0,",E",0,",E",0,",E",0.2,",E,26,",16,",,E,27,",20,",E,19,",280.4,",E",30,",,,E",9.3,",E",14.8,",,,E",3.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-02,0,",E",2,",E",0,",E",-1.3,",E,04,",51.6,",,E,08,",19.7,",E,09,",244,",E",302.6,",,,E",9.9,",E",13.5,",,,E",6.3,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-03,0,",E",0,",E",0,",E",2,",E,26,",24.2,",,E,20,",23.2,",E,26,",214.1,",E",60.1,",,,E",11.4,",E",16,",,,E",6.8,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-04,0,",E",0,",E",0,",E",1.2,",E,06,",64.3,",,E,17,",21.3,",E,08,",191.2,",E",224.9,",,,E",12,",E",15.9,",,,E",8.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-05,11,",E",0,",E",0,",E",4.1,",E,07,",30.2,",,E,23,",32,",E,15,",102.2,",E",112.7,",,,E",15.4,",E",20.4,",,,E",10.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-06,24,",E",0,",E",1,",E",8.9,",E,21,",8.6,",,E,22,",34.5,",E,28,",38.1,",E",8.6,",,,E",17.9,",E",23,",,,E",12.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-07,45.7,",E",0,",E",4,",E",9.4,",E,15,",0.9,",,E,12,",36.3,",E,21,",11.3,",E",2.2,",,,E",19.4,",E",24.9,",,,E",14,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-08,43.2,",E",0,",E",0,",E",10.5,",E,11,",10.5,",,E,27,",31.5,",E,02,",2.6,",E",32.1,",,,E",19.6,",E",24.9,",,,E",14.4,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-09,13.4,",E",0,",E",0,",E",7.7,",E,28,",16.2,",,E,14,",27.6,",E,30,",37.4,",E",98.5,",,,E",17.5,",E",21.9,",,,E",13.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-10,9.4,"2,E",0,"1,E",0,"1,E",9.8,"1,E,06,",36.7,",,E,31,",26.5,"1,E,21,",31.2,"1,E",137.4,",,,E",17.5,"2,E",22,"1,,,E",13,"1,,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-11,0,",E",0,",E",0,",E",6,",E,30,",42.4,",,E,04,",23.3,",E,21,",143.5,",E",198.8,",,,E",13.6,",E",17.5,",,,E",9.6,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1968-12,0,",E",3,",E",0,",E",-1.5,",E,30,",29.2,",,E,01,",18.7,",E,22,",256.9,",E",190.1,",,,E",10.1,",E",14,",,,E",6.1,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-01,0,",E",0,",E",0,",E",1,",E,05,",51,",,E,11,",21.6,",E,19,",248.2,",E",243,",,,E",10.3,",E",14,",,,E",6.7,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-02,0,",E",1,",E",0,",E",-0.3,",E,14,",51.8,",,E,18,",16.5,",E,25,",269.3,",E",193.1,",,,E",8.7,",E",12.5,",,,E",4.9,",,,E"
PO000008546,"PORTO, PO",41.1331,-8.6,93,1969-03,0,",E",0,",E",0,",E",0.3,",E,04,",12.4,",,E,30,",19.9,",E,19,",226.1,",E",164.3,",,,E",11,",E",15.2,",,,E",6.8,",,,E"
